lambda_rank_sessions_s	lambda_node_sessions_s	output_tokens_per_sec	slo_met	cohort_index	start_secs	end_secs	requests	p50_ms	p90_ms	p99_ms	max_ms
0.0275	0.22	3248.0676307632134	false	33	3960	4080	734	601.02050735577	20885.28547785829	63361.85603297344	75832.51774931615
0.0275	0.22	3248.0676307632134	false	34	4080	4200	724	505.2064612641516	49677.596478816966	77404.91718596006	82076.23469302962
0.0275	0.22	3248.0676307632134	false	35	4200	4320	643	515.3387087721057	57326.57022838018	78023.41040661848	82784.46029066708
0.0275	0.22	3248.0676307632134	false	36	4320	4440	664	516.0748810685618	62346.00156048783	92302.77145653912	99788.83813553512
0.0275	0.22	3248.0676307632134	false	37	4440	4560	699	706.3243897446227	67069.27841854232	91843.1519824354	99200.06194426151
0.0275	0.22	3248.0676307632134	false	38	4560	4680	733	442.4980963249254	65464.063784244914	82539.00587548973	87406.24574901994
0.0275	0.22	3248.0676307632134	false	39	4680	4800	680	535.4108819219618	73296.21378095783	85255.88294956512	90316.09806023244
0.0275	0.22	3248.0676307632134	false	40	4800	4920	664	445.42468602912777	69884.88107747282	87818.10514906823	100665.85018128717
0.0275	0.22	3248.0676307632134	false	41	4920	5040	720	505.17479098198237	92608.15599948728	105200.99670061437	108949.8915817203
0.0275	0.22	3248.0676307632134	false	42	5040	5160	620	688.2779593570376	86419.77990471723	98728.00183285282	106262.35338778587
0.0275	0.22	3248.0676307632134	false	43	5160	5280	674	493.5197458753464	91699.61125014507	107372.50547259949	111947.36909063067
0.0275	0.22	3248.0676307632134	false	44	5280	5400	697	934.6097805009776	93199.42709485494	108296.47935753902	110622.77085320692
0.0275	0.22	3248.0676307632134	false	45	5400	5520	736	519.4872998517894	90039.30837505823	105713.44698832699	110598.28135282078
0.0275	0.22	3248.0676307632134	false	46	5520	5640	711	705.0313420504608	100188.82326132007	117947.15696355878	120634.42481251605
0.0275	0.22	3248.0676307632134	false	47	5640	5760	721	1044.7523701332102	107784.58196007431	136521.44680389625	141240.41477850004
0.0275	0.22	3248.0676307632134	false	48	5760	5880	680	1634.788543556624	117750.69522574396	140391.90292647254	143668.29719273574
0.0275	0.22	3248.0676307632134	false	49	5880	6000	640	1957.6238756058046	126695.77391700324	136562.3522317559	141320.16777366336
0.0275	0.22	3248.0676307632134	false	50	6000	6120	476	9664.500762620719	149684.97610795384	161188.0574910283	163320.2422003569
0.0275	0.22	3248.0676307632134	false	51	6120	6240	465	14612.02861343736	160805.8082075864	192627.84953254406	195795.32208874388
0.0275	0.22	3248.0676307632134	false	52	6240	6360	389	64173.611436084684	165529.87261345878	191132.6297034411	198452.22102883237
0.0275	0.22	3248.0676307632134	false	53	6360	6480	397	77766.3505327273	163516.45576663234	192589.381963234	193838.9755147873
0.0275	0.22	3248.0676307632134	false	54	6480	6600	392	93675.07978591493	165473.99130340928	189709.24503920824	191595.85704451092
0.0275	0.22	3248.0676307632134	false	55	6600	6720	344	116340.33585137513	183020.29763748686	195680.60179504857	197590.08733893643
0.0275	0.22	3248.0676307632134	false	56	6720	6840	351	128741.82792150896	173582.5650537372	198508.55013482488	199381.2097132177
0.0275	0.22	3248.0676307632134	false	57	6840	6960	403	122486.97778483802	191116.9167530283	212235.8387132828	213746.90164588537
0.0275	0.22	3248.0676307632134	false	58	6960	7080	396	132438.28365339688	199009.4886027928	208159.88775275726	209435.69462121013
0.0275	0.22	3248.0676307632134	false	59	7080	7200	412	120515.17202594824	199683.45479257952	213229.3120125032	216463.9093698588
0.03	0.24	2982.693515964051	false	0	0	120	588	100.09485649061389	583.1307754642014	1407.4529073660499	2570.3068963644
0.03	0.24	2982.693515964051	false	1	120	240	595	88.35160599073788	516.3324920531069	1264.272624166169	1777.1719804402437
0.03	0.24	2982.693515964051	false	2	240	360	521	128.5561070710628	787.0788771006119	2016.746285655823	3327.4416198871677
0.03	0.24	2982.693515964051	false	3	360	480	749	102.33775623237307	467.07219013938004	1855.713866781242	3004.867193708833
0.03	0.24	2982.693515964051	false	4	480	600	835	39.02419620044384	243.93081282623828	1334.177257936253	3110.619525074526
0.03	0.24	2982.693515964051	false	5	600	720	824	32.09055253273618	185.92009491358112	1399.7971144687513	2216.220747771331
0.03	0.24	2982.693515964051	false	6	720	840	675	35.93578512163731	177.97558363718062	930.8165781338445	2864.9809468001877
0.03	0.24	2982.693515964051	false	7	840	960	795	38.963997253176785	227.64398569979681	1645.5166308526893	2960.5983418091455
0.03	0.24	2982.693515964051	false	8	960	1080	893	63.074636510918936	298.0662266789297	2104.6811619189807	3722.0231967121435
0.03	0.24	2982.693515964051	false	9	1080	1200	851	170.1457051617581	1459.817358739656	8651.563958789666	11742.525885453233
0.03	0.24	2982.693515964051	false	10	1200	1320	849	166.41592547784967	1151.3171635639096	8480.675029584383	11103.427484795702
0.03	0.24	2982.693515964051	false	11	1320	1440	819	124.19343566307361	648.5845008039179	3901.2254595542186	6595.1819303900265
0.03	0.24	2982.693515964051	false	12	1440	1560	769	87.18056313091438	489.3279896417887	2379.9358935043797	4504.287388441753
0.03	0.24	2982.693515964051	false	13	1560	1680	793	83.27058976738044	452.18908753468094	2277.984727670958	3631.9056325783095
0.03	0.24	2982.693515964051	false	14	1680	1800	729	116.63760556848501	575.8574026800492	2499.0724356276783	3889.424100285396
0.03	0.24	2982.693515964051	false	15	1800	1920	786	128.13559148639797	552.7598232833952	3074.568411431505	4921.598889467532
0.03	0.24	2982.693515964051	false	16	1920	2040	757	172.39020258512028	1204.7129153506828	4028.217831796943	5618.588032083608
0.03	0.24	2982.693515964051	false	17	2040	2160	847	122.29347803304336	640.0977287544265	2793.4580429429384	4661.598664379198
0.03	0.24	2982.693515964051	false	18	2160	2280	811	108.78265387191277	428.3556609061634	2718.695256043972	5895.851677883911
0.03	0.24	2982.693515964051	false	19	2280	2400	640	79.53272117356391	445.359433335671	2822.055606481502	4675.547102460769
0.03	0.24	2982.693515964051	false	20	2400	2520	739	132.31523973445292	774.1616452802191	5345.865759242863	7395.044702714586
0.03	0.24	2982.693515964051	false	21	2520	2640	862	144.61549108455074	589.1695075415553	3481.073393336752	5882.445123442267
0.03	0.24	2982.693515964051	false	22	2640	2760	809	117.89518218120065	461.761825816393	2636.7757727755024	3651.3845219515133
0.03	0.24	2982.693515964051	false	23	2760	2880	844	272.8636103734061	2990.7082073571482	7647.795574194333	10582.423878947338
0.03	0.24	2982.693515964051	false	24	2880	3000	883	245.8123899232305	3059.4123590743066	9872.478682995055	12252.72949326154
0.03	0.24	2982.693515964051	false	25	3000	3120	972	315.05120828160216	4125.211196201143	15970.26973730646	21549.377410132365
0.03	0.24	2982.693515964051	false	26	3120	3240	890	457.96644206075143	9266.743842873173	49784.46335027859	57766.28839064597
0.03	0.24	2982.693515964051	false	27	3240	3360	750	454.31329862913117	26722.23080269469	42535.571044278724	48525.714286743096
0.03	0.24	2982.693515964051	false	28	3360	3480	778	400.66849447111963	23351.122453907108	53994.10248965485	59616.496713391825
0.03	0.24	2982.693515964051	false	29	3480	3600	786	453.1888810615783	32425.47531042419	63779.92971399912	67073.39752119241
0.03	0.24	2982.693515964051	false	30	3600	3720	734	562.1118456588192	20761.765360248166	75761.28382534898	80210.1687833847
0.03	0.24	2982.693515964051	false	31	3720	3840	713	548.7207392397977	58508.2700252421	81591.82983294394	86652.15582326072
0.03	0.24	2982.693515964051	false	32	3840	3960	599	979.9618571269093	76625.40693910795	96596.40531128152	102425.58021860986
0.03	0.24	2982.693515964051	false	33	3960	4080	647	959.95245371887	83287.91652547261	100967.15295100037	107258.01417261845
0.03	0.24	2982.693515964051	false	34	4080	4200	636	2882.394636836125	85297.94011532067	104419.39248553703	106655.70630603906
0.03	0.24	2982.693515964051	false	35	4200	4320	534	928.1808791738513	93792.66257686596	109886.60832299403	115468.37408504507
0.03	0.24	2982.693515964051	false	36	4320	4440	613	599.0414036086804	91577.01798492763	116885.56218414639	123002.99708862985
0.03	0.24	2982.693515964051	false	37	4440	4560	515	5514.275783533776	116029.12123231146	128889.2841576849	133333.46321210684
0.03	0.24	2982.693515964051	false	38	4560	4680	426	76486.62938908729	119492.61838236635	148126.04421571223	151817.0351288818
0.03	0.24	2982.693515964051	false	39	4680	4800	383	103151.28081818875	146241.33684247444	157193.7287230836	158396.34288187517
0.03	0.24	2982.693515964051	false	40	4800	4920	398	107619.33584520602	145953.66157122946	151898.45305256842	153341.47452559773
0.03	0.24	2982.693515964051	false	41	4920	5040	414	110042.73582680343	150977.07342856584	160292.71745029595	163998.57283387156
0.03	0.24	2982.693515964051	false	42	5040	5160	358	124330.84998415597	164889.11550060485	179337.84879517497	183692.12601227808
0.03	0.24	2982.693515964051	false	43	5160	5280	425	113642.83709672964	167155.02172247777	183876.31216287863	189976.9649016607
0.03	0.24	2982.693515964051	false	44	5280	5400	373	134758.23432751987	177594.52367370887	187124.34146814686	194371.01596373215
0.03	0.24	2982.693515964051	false	45	5400	5520	368	132410.5978414691	175697.36907226054	187486.89820624536	191539.29562909616
0.03	0.24	2982.693515964051	false	46	5520	5640	338	130904.40222684492	188915.49992202656	198893.0924391552	200532.05000394065
0.03	0.24	2982.693515964051	false	47	5640	5760	362	138268.2806309922	204020.85996709677	213747.91269859974	221743.30011915753
0.03	0.24	2982.693515964051	false	48	5760	5880	408	137905.2706359853	209915.72334834808	220007.09302256058	224505.93578790175
0.03	0.24	2982.693515964051	false	49	5880	6000	370	139892.27123159525	197564.87934496536	208529.919246746	214139.40265700693
0.03	0.24	2982.693515964051	false	50	6000	6120	424	151675.14263272687	197524.21700022812	208169.37394268592	213286.5789603984
0.03	0.24	2982.693515964051	false	51	6120	6240	376	161360.9428806417	211738.9668258761	222860.2284536346	225450.88108691107
0.03	0.24	2982.693515964051	false	52	6240	6360	440	161314.1405772544	219998.44674826483	232973.39050950846	236716.06888268434
0.03	0.24	2982.693515964051	false	53	6360	6480	401	170855.84689087863	208241.84739750216	234927.18553394114	237563.0475657681
0.03	0.24	2982.693515964051	false	54	6480	6600	446	173777.8530908772	213653.2984130804	228181.36218284865	233124.08502243852
0.03	0.24	2982.693515964051	false	55	6600	6720	445	179291.84268016252	215870.69521616033	239359.4891810145	242955.7841038204
0.03	0.24	2982.693515964051	false	56	6720	6840	454	183727.37417985263	220197.68697298333	241904.4120328367	245051.1580014336
0.03	0.24	2982.693515964051	false	57	6840	6960	505	163100.96578699813	228019.95520924067	251539.96511981677	254188.3681836134
0.03	0.24	2982.693515964051	false	58	6960	7080	444	184179.89063662937	240074.96496450785	259357.4519286855	260527.53776834108
0.03	0.24	2982.693515964051	false	59	7080	7200	493	190673.31960074988	235531.38891936798	254304.90129131105	260144.04029641266
0.04	0.32	2912.6399110883212	false	0	0	120	642	104.76498105629162	642.662261381588	1385.1740112860973	2652.604473583551
0.04	0.32	2912.6399110883212	false	1	120	240	863	116.59906357112959	570.27614043991	1563.3215028471157	2426.6548120256175
0.04	0.32	2912.6399110883212	false	2	240	360	974	73.09151340939479	360.80382814082	1515.5556444997967	3986.6934682017927
0.04	0.32	2912.6399110883212	false	3	360	480	888	101.31974592627557	495.20797003617656	1304.7398512350826	2730.308940337409
0.04	0.32	2912.6399110883212	false	4	480	600	1073	119.402556594423	493.62904257550343	1795.2828250931907	2867.9879336989416
0.04	0.32	2912.6399110883212	false	5	600	720	1063	143.63349776817813	722.3368454962841	2562.2868864739735	3702.8186795762394
0.04	0.32	2912.6399110883212	false	6	720	840	1109	137.39381242203308	573.5077324509805	2563.1382094141577	5121.031826869967
0.04	0.32	2912.6399110883212	false	7	840	960	959	171.51829403155716	1109.7402661216622	3374.043360307689	5027.865986296547
0.04	0.32	2912.6399110883212	false	8	960	1080	876	113.64354019838174	476.17442292130363	3264.5239542686113	7012.513363715243
0.04	0.32	2912.6399110883212	false	9	1080	1200	1017	197.56441882145737	1466.4910785483696	4883.159108125238	9910.51418427287
0.04	0.32	2912.6399110883212	false	10	1200	1320	984	238.21207318883353	2298.6699356317804	7502.412299053403	9378.28805499339
0.04	0.32	2912.6399110883212	false	11	1320	1440	868	262.8750574415335	2201.263924440265	6381.793486505446	8633.783419106294
0.04	0.32	2912.6399110883212	false	12	1440	1560	1013	192.6002124896513	1446.0230430811866	5349.662833933671	7211.417835163047
0.04	0.32	2912.6399110883212	false	13	1560	1680	973	217.0109223666259	1454.3878200983277	3770.32560865431	4720.019467138172
0.04	0.32	2912.6399110883212	false	14	1680	1800	990	184.57296992528427	1489.5274130435155	3668.5960879625013	4742.916451066321
0.04	0.32	2912.6399110883212	false	15	1800	1920	1022	160.93916658860508	951.3827310970099	3926.011409785405	6153.800432337448
0.04	0.32	2912.6399110883212	false	16	1920	2040	972	200.70955300616333	1396.397964467132	4398.4961731642425	7923.5188154734715
0.04	0.32	2912.6399110883212	false	17	2040	2160	1082	331.963867856075	2955.0353739874936	6698.066419412585	13033.978483099418
0.04	0.32	2912.6399110883212	false	18	2160	2280	1082	284.3214767235622	2594.6492277943885	5953.476700705311	11073.077136185475
0.04	0.32	2912.6399110883212	false	19	2280	2400	984	393.5078587726366	5495.731475186681	30186.385826354115	39887.352780553556
0.04	0.32	2912.6399110883212	false	20	2400	2520	888	553.1552888587612	17867.169047075553	47722.80417130577	51728.076228342616
0.04	0.32	2912.6399110883212	false	21	2520	2640	824	495.532958757849	38966.16060792204	65961.30700487267	71328.64346425913
0.04	0.32	2912.6399110883212	false	22	2640	2760	735	1357.7669147503002	67597.5925805975	78184.3593317196	81500.83098530286
0.04	0.32	2912.6399110883212	false	23	2760	2880	705	1204.6965718072897	79226.0155975484	100248.31447398591	108095.58893832308
0.04	0.32	2912.6399110883212	false	24	2880	3000	659	3071.328790415464	91361.55246252965	122651.3748999845	126337.6845452749
0.04	0.32	2912.6399110883212	false	25	3000	3120	657	3513.8038402528764	101244.16082770257	128030.03661652321	131469.43677660511
0.04	0.32	2912.6399110883212	false	26	3120	3240	527	7974.068730522049	118778.71666241977	144766.09371624576	147969.88235603657
0.04	0.32	2912.6399110883212	false	27	3240	3360	534	12714.827415969012	130176.02128432998	152649.63442384565	155461.61582899548
0.04	0.32	2912.6399110883212	false	28	3360	3480	457	105773.80572767925	133250.5797327123	152463.024558178	155570.69590707577
0.04	0.32	2912.6399110883212	false	29	3480	3600	498	109593.85722532215	141576.98639252468	151539.3701082656	156881.07582791327
0.04	0.32	2912.6399110883212	false	30	3600	3720	517	116163.58634793415	157196.9713905759	174471.13261448042	183945.73796271926
0.04	0.32	2912.6399110883212	false	31	3720	3840	483	126762.89343230109	185398.87362276675	199017.91048097308	200529.00280708217
0.04	0.32	2912.6399110883212	false	32	3840	3960	353	173009.71653367378	203739.0435444053	210213.63352625736	212534.62728989962
0.04	0.32	2912.6399110883212	false	33	3960	4080	318	181466.66522827354	204038.81828097973	220480.6904959504	221365.2981699206
0.04	0.32	2912.6399110883212	false	34	4080	4200	349	191851.8877268043	209612.74910361625	216430.434295689	217896.97727970086
0.04	0.32	2912.6399110883212	false	35	4200	4320	340	198927.60763023535	214662.01645219134	225838.40101441322	227584.3843968687
0.04	0.32	2912.6399110883212	false	36	4320	4440	328	191076.48410359662	213303.04803072006	222894.06578268277	225762.93389876536
0.04	0.32	2912.6399110883212	false	37	4440	4560	373	198315.93085283748	220731.6635992598	233750.21818042026	235401.32933099903
0.04	0.32	2912.6399110883212	false	38	4560	4680	372	206027.01095148997	233296.6967820179	240374.9866936224	241449.24752426322
0.04	0.32	2912.6399110883212	false	39	4680	4800	389	222749.31293269037	237255.05850351366	241837.21947090683	243267.05685842535
0.04	0.32	2912.6399110883212	false	40	4800	4920	393	229896.23376804867	246304.1008158645	256706.11717767507	259546.32817211768
0.04	0.32	2912.6399110883212	false	41	4920	5040	384	228775.63894377407	257516.46155122653	263284.2292418919	265028.09613687894
0.04	0.32	2912.6399110883212	false	42	5040	5160	391	228909.02277394524	259952.0161827695	269210.9894791701	273999.0752836638
0.04	0.32	2912.6399110883212	false	43	5160	5280	398	246397.2298255867	266880.62577109225	277605.688400943	279695.503207945
0.04	0.32	2912.6399110883212	false	44	5280	5400	388	245662.77798838975	279248.4664049886	292400.03032160323	294727.33120220253
0.04	0.32	2912.6399110883212	false	45	5400	5520	410	259229.42996126995	291822.9687984338	304246.5122035572	306083.5091424633
0.04	0.32	2912.6399110883212	false	46	5520	5640	374	263826.17771216837	299239.6558991789	315437.7054561428	319280.5677499664
0.04	0.32	2912.6399110883212	false	47	5640	5760	391	261666.27976025484	312933.6019321681	318025.0060945106	320850.7170969906
0.04	0.32	2912.6399110883212	false	48	5760	5880	384	264088.68865183875	315419.9406092841	329137.35025859653	333083.8284315769
0.04	0.32	2912.6399110883212	false	49	5880	6000	392	280544.15830688505	314132.1527445546	325342.0726425457	326159.62504451454
0.04	0.32	2912.6399110883212	false	50	6000	6120	383	274223.3253166096	318803.3461155939	325660.98291480006	330439.59034015733
0.04	0.32	2912.6399110883212	false	51	6120	6240	404	282749.413290021	323709.46581951133	331091.9386346571	335104.0850634481
0.04	0.32	2912.6399110883212	false	52	6240	6360	400	299919.5666805385	323132.55507840175	337861.6680182206	341429.9353124406
0.04	0.32	2912.6399110883212	false	53	6360	6480	394	293581.1703280974	330840.1388433458	351582.21039443574	357617.29724737594
0.04	0.32	2912.6399110883212	false	54	6480	6600	382	311682.83533252816	353347.39730640163	363397.886045775	364643.5118753816
0.04	0.32	2912.6399110883212	false	55	6600	6720	449	318173.579969196	345592.87993217824	370669.3418443076	376459.6239923876
0.04	0.32	2912.6399110883212	false	56	6720	6840	355	319044.9578864864	358243.197102997	377687.8388708394	378899.3162994666
0.04	0.32	2912.6399110883212	false	57	6840	6960	400	331414.9368397998	371275.9315461142	376862.1854084138	379596.35088642605
0.04	0.32	2912.6399110883212	false	58	6960	7080	407	328373.1835578128	356062.32334183686	380366.67482123646	381090.68028393266
0.04	0.32	2912.6399110883212	false	59	7080	7200	368	330817.3276462849	355265.5034461961	372575.58869842417	377375.76002544846
